Troupe,title_english,title_japanese,title_romaji,Venue,Director,Author ,Composer,Choreographer,top_star,num_in_run,top_musume,num_in_run,lead,one_act,two_act,special,dinner_show,genre,adaption,adaption_from,revival,previous_revival_troupe,Start Day,Start Month,Start Year,End Day,End Month,End Year
Moon,The Blue Sky of Provence,プロヴァンスの碧い空,Provence no Aoi Sora,Le Theatre Ginza,Oota Tetsunori,Oota Tetsunori,Yoshizaki Kenji,Hayama Kiyomi ,N/A,0,N/A,0,Shibuki Jun. Hatsukaze Midori,FALSE,TRUE,FALSE,FALSE,drama. european,TRUE,novel,TRUE,moon,5,3,2001,20,3,2001
Snow,In Search of El Dorado,猛き黄金の国,Takeki Ougon no Kuni,Takarazuka Grand Theater,Ishida Masaya,Ishida Masaya,Nishimura Kouji. Odakane Bonpei,Hanayagi Yoshijirou. Ai Erina,Todoroki Yuu,11,Tsukikage Hitomi,12,N/A,TRUE,FALSE,FALSE,FALSE,drama. biography. japanese. 1800s,FALSE,FALSE,FALSE,FALSE,23,2,2001,2,4,2001
Snow,Passage,パッサージュ,Passage,Takarazuka Grand Theater,Ogita Kouichi,Ogita Kouichi,Takahashi Kuni. Kai Masato. Saitou Tsuneyoshi,Iga Yuuko. Miori Yumino. Kawasaki Etsuko. Hirasawa Satoshi,Todoroki Yuu,11,Tsukikage Hitomi,12,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,23,2,2001,2,4,2001
Flower,Ludwig II,ルートヴィヒII世,Ludwig II,Tokyo Takarazuka Theater,Ueda Keiko,Ueda Keiko,Yoshida Yuuko. Kai Masato,Shou Sumire. Masaki Rino. Miori Yumino,Aika Mire,6,Ootori Rei,6,N/A,TRUE,FALSE,FALSE,FALSE,drama. biography,FALSE,FALSE,FALSE,FALSE,17,2,2001,25,3,2001
Flower,Asian Sunrise,ASIAN　SUNRISE,Asian Sunrise,Tokyo Takarazuka Theater,Okada Keiji,Okada Keiji,Yoshizaki Kenji. Takahashi Kuni. Kai Masato. Miyahara Tooru,Hayama Kiyomi. Ootani Morio. Muromachi Akane. Miori Yumino. Zhenzang Dafeng. Zhongheng Yian,Aika Mire,6,Ootori Rei,6,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,17,2,2001,25,3,2001
Cosmos,Nostalgia Across the Sea,望郷は海を越えて,Boukyou wa Umi o Koete,Chunichi Theater,Tani Masazumi,Tani Masazumi,Yoshizaki Kenji. Miyahara Tooru,Nishizaki Mayumi. Shou Sumire,Wao Youka,3,Hanafusa Mari,25,N/A,TRUE,FALSE,FALSE,FALSE,drama. 1700s. japanese. russian. nihonmono,TRUE,novel,TRUE,cosmos,3,2,2001,22,2,2001
Cosmos,Millennium Challenger!,ミレニアム・チャレンジャー,Millennium Challenger!,Chunichi Theater,Ishida Masaya,Ishida Masaya,Nishimura Kouji. Minami Yasuo. Bob Sakuma. Onodera Tadakazu. SASA,Ai Erina. Maeda Kiyomi. Irie Tashiaki. SAM,Wao Youka,3,Hanafusa Mari,25,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,3,2,2001,22,2,2001
Flower,Flower Troupe Encourage Concert,花組エンカレッジコンサート,Hanagumi Encourage Concert,Bow Hall,Okada Keiji,N/A,Yoshizaki Kenji,N/A,N/A,0,N/A,0,N/A,FALSE,TRUE,TRUE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,20,1,2001,21,1,2001
Flower,Sena Jun Dinner Show - VIRTUAL GUY!,瀬奈じゅんディナーショー「VIRTUAL GUY！」,Sena Jun Dinner Show - VIRTUAL GUY!,Takarazuka Hotel,Nakamura Satoru,N/A,N/A,N/A,N/A,0,N/A,0,Sena Jun,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,15,1,2001,16,1,2001
Flower,Sena Jun Dinner Show - VIRTUAL GUY!,瀬奈じゅんディナーショー「VIRTUAL GUY！」,Sena Jun Dinner Show - VIRTUAL GUY!,Hotel Grand Palace,Nakamura Satoru,N/A,N/A,N/A,N/A,0,N/A,0,Sena Jun,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,6,1,2001,7,1,2001
Star,Revolt of a Gallant Poet,花の業平,Hana no Narihira,Takarazuka Grand Theater,Onoe Kikunojou,Shibata Yukihiro,Yoshida Yuuko,Onoe Kikunojou,Minoru Kou,6,Hoshina Yuri,9,N/A,TRUE,FALSE,FALSE,FALSE,drama. japanese. ancient. nihonmono,FALSE,FALSE,FALSE,FALSE,2,1,2001,12,2,2001
Star,Dreams Fly Around the World,夢は世界を翔けめぐる,Yume wa Sekai o Kakemeguru,Takarazuka Grand Theater,Kusano Akira,Kusano Akira,Takahashi Kuni. Kuratomi Shinichi. Kikawada Shin. Miki Takashi,Hayama Kiyomi. Shou Sumire. Nakura Kayoko. Muromachi Akane. Wakao Risa,Minoru Kou,6,Hoshina Yuri,9,N/A,TRUE,FALSE,FALSE,FALSE,revue,FALSE,FALSE,FALSE,FALSE,2,1,2001,12,2,2001
Moon,Now the Violets are Blooming,いますみれ花咲く,Ima Sumire Hanasaku,Tokyo Takarazuka Theater,Ueda Shinji,Ueda Shinji,Kobayashi Kohei,Hanayagi Juraku,Makoto Tsubasa,11,Dan Rei,7,N/A,TRUE,FALSE,TRUE,FALSE,special. nihonmono,FALSE,FALSE,FALSE,FALSE,1,1,2001,12,2,2001
Moon,Liebessonate,愛のソナタ,Ai no Sonata,Tokyo Takarazuka Theater,Kimura Shinji,Kimura Shinji,Kai Masato,Hayama Kiyomi. Takemura Rui. Masaki Rino. Wakao Risa,Makoto Tsubasa,11,Dan Rei,7,N/A,TRUE,FALSE,FALSE,FALSE,drama. ancient. european,TRUE,opera,FALSE,FALSE,1,1,2001,12,2,2001
Moon,ESP!!,ＥＳＰ！！,ESP!!,Tokyo Takarazuka Theater,Sakai Sumio. Kimura Shinji,Sakai Sumio,Nishimura Kouji. Kuratomi Shinichi. Miyahara Tooru,Hayama Kiyomi. Maeda Kiyomi. Kenji Nakao. Wakao Risa,Makoto Tsubasa,11,Dan Rei,7,N/A,TRUE,FALSE,FALSE,FALSE,revue. taidan,FALSE,FALSE,FALSE,FALSE,1,1,2001,12,2,2001
